lat,lon,emplois
43.665073,4.89732,1.41
43.869969,4.899279,3.87
43.494054,4.899776,141.07
43.876919,4.9007,3.87
43.875242,4.900789,1.41
43.875242,4.900789,1.41
43.875242,4.900789,1.41
43.875242,4.900789,1.41
43.875242,4.900789,1.41
43.875242,4.900789,7.35
43.875242,4.900789,31.30
43.875882,4.900871,1.41
43.879707,4.900874,13.78
43.837554,4.900899,1.41
43.837554,4.900899,3.87
43.877552,4.900982,7.35
43.876659,4.901151,1.41
43.876659,4.901151,3.87
43.876659,4.901151,31.30
43.877462,4.901274,1.41
43.474118,4.901295,1.41
43.474118,4.901295,3.87
43.474118,4.901295,13.78
43.474118,4.901295,31.30
43.474118,4.901295,141.07
43.876577,4.901418,3.87
43.876454,4.901554,3.87
43.831076,4.901693,1.41
43.876497,4.901743,1.41
43.62008,4.901756,1.41
43.62008,4.901756,1.41
43.838118,4.901836,1.41
43.837037,4.901983,1.41
43.877804,4.902228,1.41
43.875493,4.902258,1.41
43.875493,4.902258,1.41
43.875004,4.902315,1.41
43.875004,4.902315,1.41
43.875004,4.902315,1.41
43.875004,4.902315,3.87
43.875004,4.902315,3.87
43.875004,4.902315,3.87
43.875004,4.902315,3.87
43.875004,4.902315,3.87
43.875004,4.902315,13.78
43.875313,4.902376,1.41
43.876307,4.902427,1.41
43.874646,4.902575,3.87
43.979758,4.902684,1.41
43.878258,4.902753,1.41
43.836501,4.902822,1.41
43.836501,4.902822,1.41
43.836501,4.902822,3.87
43.836501,4.902822,3.87
43.836501,4.902822,7.35
43.836501,4.902822,13.78
43.832261,4.903277,3.87
43.832261,4.903277,3.87
43.832261,4.903277,7.35
43.876973,4.903346,13.78
43.876973,4.903346,31.30
43.986292,4.903420,1.41
43.986292,4.903420,3.87
43.986292,4.903420,7.35
43.986292,4.903420,70.36
43.875696,4.903433,1.41
43.831419,4.903709,1.41
43.509367,4.903949,1.41
43.509367,4.903949,1.41
43.509367,4.903949,1.41
43.509367,4.903949,3.87
43.984728,4.904098,1.41
43.984728,4.904098,1.41
43.984728,4.904098,1.41
43.984728,4.904098,13.78
43.834457,4.904188,1.41
43.834457,4.904188,3.87
43.834457,4.904188,3.87
43.87384,4.904306,1.41
43.829365,4.904329,1.41
43.829365,4.904329,7.35
43.849473,4.904628,1.41
43.849473,4.904628,1.41
43.849473,4.904628,3.87
43.877589,4.905,13.78
43.698839,4.905014,1.41
43.857386,4.905122,1.41
43.857386,4.905122,1.41
43.857386,4.905122,1.41
43.857386,4.905122,1.41
43.857386,4.905122,1.41
43.857386,4.905122,3.87
43.877780,4.905313,1.41
43.877780,4.905313,1.41
43.877780,4.905313,1.41
43.876299,4.906235,1.41
43.568858,4.906587,1.41
43.871156,4.906661,1.41
43.597826,4.907010,1.41
43.597826,4.907010,1.41
43.597826,4.907010,13.78
43.597826,4.907010,31.30
43.768062,4.907221,1.41
43.768062,4.907221,3.87
43.768062,4.907221,3.87
43.768062,4.907221,31.30
43.832375,4.908247,1.41
43.778739,4.908476,3.87
43.880498,4.910639,3.87
43.650317,4.910789,1.41
43.867666,4.911321,3.87
43.867666,4.911321,3.87
43.867666,4.911321,13.78
43.68166,4.911971,1.41
43.68166,4.911971,3.87
43.435197,4.913836,1.41
43.435197,4.913836,7.35
43.585460,4.914511,1.41
43.585460,4.914511,1.41
43.585460,4.914511,3.87
43.839761,4.917343,3.87
43.839235,4.917645,1.41
43.853997,4.91826,1.41
43.859067,4.918318,1.41
43.859067,4.918318,1.41
43.859067,4.918318,1.41
43.859067,4.918318,3.87
43.845916,4.918564,1.41
43.831008,4.918662,1.41
43.831008,4.918662,1.41
43.831008,4.918662,7.35
43.831008,4.918662,13.78
43.831008,4.918662,31.30
43.701171,4.918726,1.41
43.839635,4.918774,3.87
43.841884,4.919570,1.41
43.848492,4.919604,1.41
43.848492,4.919604,1.41
43.848492,4.919604,1.41
43.848492,4.919604,1.41
43.848492,4.919604,13.78
43.839843,4.919648,1.41
43.839843,4.919648,3.87
43.702491,4.920563,1.41
43.78854,4.921247,1.41
43.604632,4.922661,1.41
43.604632,4.922661,1.41
43.604632,4.922661,3.87
43.604632,4.922661,3.87
43.604632,4.922661,13.78
43.799859,4.922705,1.41
43.842712,4.922916,3.87
43.765179,4.922941,1.41
43.782487,4.923525,1.41
43.458638,4.923676,3.87
43.874013,4.923753,1.41
43.648149,4.923975,3.87
43.842687,4.923975,1.41
43.881146,4.924218,1.41
43.881146,4.924218,1.41
43.881146,4.924218,1.41
43.881146,4.924218,1.41
43.458099,4.924415,1.41
43.458099,4.924415,1.41
43.458099,4.924415,1.41
43.458099,4.924415,1.41
43.458099,4.924415,1.41
43.458099,4.924415,1.41
43.458099,4.924415,1.41
43.458099,4.924415,3.87
43.458099,4.924415,3.87
43.458099,4.924415,3.87
43.458099,4.924415,3.87
43.458099,4.924415,7.35
43.458099,4.924415,7.35
43.458099,4.924415,13.78
43.458099,4.924415,13.78
43.458099,4.924415,13.78
43.458099,4.924415,13.78
43.458099,4.924415,31.30
43.458099,4.924415,70.36
43.458099,4.924415,141.07
43.842900,4.924415,1.41
43.842900,4.924415,1.41
43.842900,4.924415,1.41
43.842900,4.924415,3.87
43.842900,4.924415,3.87
43.842900,4.924415,13.78
43.638483,4.924676,1.41
43.638483,4.924676,1.41
43.638483,4.924676,13.78
43.638483,4.924676,13.78
43.461793,4.924799,3.87
43.461793,4.924799,31.30
43.459087,4.924983,7.35
43.804442,4.925174,3.87
43.804442,4.925174,7.35
43.462392,4.925262,3.87
43.462392,4.925262,3.87
43.462392,4.925262,3.87
43.788446,4.926184,1.41
43.459818,4.926832,7.35
43.70202,4.928185,1.41
43.452486,4.928438,1.41
43.452486,4.928438,1.41
43.452486,4.928438,1.41
43.452486,4.928438,1.41
43.452486,4.928438,1.41
43.452486,4.928438,7.35
43.452486,4.928438,31.30
43.452486,4.928438,31.30
43.452486,4.928438,70.36
43.844407,4.928501,1.41
43.463063,4.92851,1.41
43.463063,4.92851,3.87
43.463063,4.92851,31.30
43.731665,4.928707,3.87
43.778001,4.928938,1.41
43.778001,4.928938,13.78
43.624599,4.92926,3.87
43.450021,4.929587,7.35
43.836121,4.929744,3.87
43.836121,4.929744,7.35
43.741588,4.929883,3.87
43.454172,4.930055,3.87
43.450539,4.930145,1.41
43.450539,4.930145,1.41
43.450539,4.930145,1.41
43.450539,4.930145,3.87
43.450539,4.930145,7.35
43.450539,4.930145,13.78
43.450539,4.930145,13.78
43.450539,4.930145,31.30
43.450931,4.930371,3.87
43.450931,4.930371,7.35
43.451261,4.930567,7.35
43.45903,4.930682,1.41
43.462585,4.931323,1.41
43.457158,4.931462,13.78
43.454384,4.931531,1.41
43.458684,4.931611,1.41
43.455799,4.931681,70.36
43.449272,4.931735,1.41
43.449272,4.931735,3.87
43.449272,4.931735,3.87
43.449272,4.931735,3.87
43.449272,4.931735,7.35
43.449272,4.931735,13.78
43.449272,4.931735,13.78
43.449272,4.931735,13.78
43.449272,4.931735,31.30
43.449272,4.931735,31.30
43.449272,4.931735,353.20
43.461874,4.931943,1.41
43.459192,4.931976,1.41
43.843938,4.932014,3.87
43.843938,4.932014,13.78
43.597993,4.932243,1.41
43.705576,4.932307,3.87
43.455515,4.932539,13.78
43.452651,4.932633,3.87
43.593624,4.932761,1.41
43.448682,4.932782,141.07
43.693402,4.932955,1.41
43.770061,4.932994,7.35
43.458948,4.933277,1.41
43.594363,4.933526,31.30
43.449922,4.933565,3.87
43.461418,4.933772,1.41
43.461418,4.933772,1.41
43.461418,4.933772,1.41
43.461418,4.933772,3.87
43.461418,4.933772,13.78
43.797285,4.934314,1.41
43.766508,4.934437,3.87
43.766508,4.934437,3.87
43.685335,4.934471,1.41
43.458407,4.934519,1.41
43.450173,4.934661,1.41
43.450173,4.934661,1.41
43.450173,4.934661,3.87
43.450173,4.934661,13.78
43.452581,4.934721,1.41
43.686694,4.934853,1.41
43.686694,4.934853,1.41
43.686694,4.934853,3.87
43.686694,4.934853,3.87
43.686694,4.934853,3.87
43.451429,4.934977,7.35
43.455278,4.934988,13.78
43.455278,4.934988,31.30
43.459182,4.935344,31.30
43.595268,4.935400,1.41
43.598129,4.935586,1.41
43.598129,4.935586,1.41
43.45118,4.935686,13.78
43.45118,4.935686,13.78
43.460133,4.935722,3.87
43.453451,4.935724,1.41
43.453451,4.935724,31.30
43.453451,4.935724,31.30
43.453451,4.935724,31.30
43.458172,4.935979,13.78
43.687591,4.936498,1.41
43.432554,4.936578,70.36
43.461261,4.936775,1.41
43.787869,4.936889,3.87
43.455328,4.937157,3.87
43.450627,4.937230,1.41
43.591901,4.937513,13.78
43.454332,4.937601,1.41
43.594025,4.937648,1.41
43.594025,4.937648,1.41
43.466928,4.937737,1.41
43.466928,4.937737,7.35
43.455286,4.937749,1.41
43.455286,4.937749,13.78
43.806699,4.937833,1.41
43.806699,4.937833,7.35
43.806699,4.937833,7.35
43.838184,4.937885,1.41
43.838184,4.937885,1.41
43.838184,4.937885,1.41
43.594187,4.938062,1.41
43.594187,4.938062,1.41
43.594187,4.938062,1.41
43.594187,4.938062,3.87
43.594187,4.938062,3.87
43.594187,4.938062,7.35
43.467946,4.938103,1.41
43.594936,4.938127,1.41
43.450684,4.938333,3.87
43.447518,4.938659,7.35
43.838439,4.938763,1.41
43.697776,4.938813,1.41
43.450827,4.938845,13.78
43.450568,4.938889,3.87
43.450568,4.938889,141.07
43.863860,4.939162,1.41
43.863860,4.939162,1.41
43.863860,4.939162,1.41
43.863860,4.939162,1.41
43.863860,4.939162,1.41
43.863860,4.939162,1.41
43.863860,4.939162,1.41
43.863860,4.939162,3.87
43.863860,4.939162,3.87
43.863860,4.939162,7.35
43.863860,4.939162,7.35
43.863860,4.939162,13.78
43.863860,4.939162,13.78
43.455982,4.939205,3.87
43.462764,4.939209,13.78
43.462764,4.939209,31.30
43.47218,4.939211,1.41
43.593637,4.939216,1.41
43.593419,4.939373,1.41
43.447388,4.939420,1.41
43.696087,4.939491,3.87
43.807276,4.939540,1.41
43.807276,4.939540,1.41
43.84456,4.939569,1.41
43.84456,4.939569,3.87
43.84456,4.939569,7.35
43.451786,4.939619,1.41
43.452145,4.939792,3.87
43.458153,4.939901,1.41
43.451261,4.939905,1.41
43.591043,4.939997,3.87
43.591043,4.939997,7.35
43.46158,4.940032,1.41
43.827338,4.940069,1.41
43.459067,4.940123,3.87
43.459067,4.940123,7.35
43.428815,4.940316,3.87
43.44568,4.940364,1.41
43.591909,4.940376,1.41
43.591909,4.940376,3.87
43.591909,4.940376,3.87
43.828519,4.940437,1.41
43.834791,4.940716,13.78
43.44833,4.940802,1.41
43.44833,4.940802,1.41
43.44833,4.940802,3.87
43.44833,4.940802,3.87
43.430467,4.940943,3.87
43.465018,4.941010,1.41
43.465018,4.941010,1.41
43.465018,4.941010,1.41
43.465018,4.941010,1.41
43.637023,4.941083,1.41
43.637023,4.941083,1.41
43.637023,4.941083,1.41
43.637023,4.941083,3.87
43.637023,4.941083,7.35
43.637023,4.941083,13.78
43.592336,4.941132,3.87
43.455571,4.941215,1.41
43.455571,4.941215,1.41
43.455571,4.941215,3.87
43.866832,4.941265,31.30
43.455457,4.941435,1.41
43.455457,4.941435,1.41
43.455457,4.941435,1.41
43.455457,4.941435,1.41
43.455457,4.941435,1.41
43.455457,4.941435,1.41
43.455457,4.941435,3.87
43.455457,4.941435,3.87
43.455457,4.941435,3.87
43.455457,4.941435,7.35
43.455457,4.941435,7.35
43.455457,4.941435,31.30
43.860511,4.941714,3.87
43.835867,4.941770,1.41
43.835867,4.941770,1.41
43.835867,4.941770,3.87
43.472794,4.941794,1.41
43.445263,4.941864,1.41
43.835024,4.941913,1.41
43.835024,4.941913,1.41
43.835024,4.941913,3.87
43.835024,4.941913,3.87
43.835024,4.941913,3.87
43.835024,4.941913,3.87
43.441428,4.942325,3.87
43.437301,4.942387,1.41
43.859433,4.942441,1.41
43.859433,4.942441,1.41
43.859433,4.942441,1.41
43.859433,4.942441,3.87
43.430657,4.942467,1.41
43.430657,4.942467,3.87
43.430657,4.942467,7.35
43.827730,4.942572,1.41
43.827730,4.942572,1.41
43.827730,4.942572,1.41
43.466332,4.942663,1.41
43.808220,4.942672,3.87
43.825521,4.942719,1.41
43.825521,4.942719,1.41
43.831453,4.942722,1.41
43.445683,4.942750,31.30
43.454711,4.942932,1.41
43.454711,4.942932,1.41
43.547479,4.942957,13.78
43.458764,4.943046,13.78
43.458764,4.943046,31.30
43.470914,4.943145,3.87
43.470914,4.943145,13.78
43.467846,4.943246,1.41
43.441396,4.943336,1.41
43.587554,4.943595,3.87
43.445377,4.943627,1.41
43.445377,4.943627,1.41
43.445377,4.943627,1.41
43.445377,4.943627,1.41
43.445377,4.943627,1.41
43.445377,4.943627,3.87
43.445377,4.943627,3.87
43.445377,4.943627,13.78
43.445377,4.943627,70.36
43.445377,4.943627,70.36
43.445377,4.943627,70.36
43.471089,4.943628,31.30
43.677719,4.943667,1.41
43.438053,4.943702,1.41
43.835710,4.943709,1.41
43.835710,4.943709,1.41
43.835787,4.943773,1.41
43.835787,4.943773,1.41
43.835787,4.943773,1.41
43.835787,4.943773,1.41
43.835787,4.943773,1.41
43.835787,4.943773,1.41
43.835787,4.943773,1.41
43.835787,4.943773,1.41
43.835787,4.943773,1.41
43.835787,4.943773,1.41
43.835787,4.943773,1.41
43.835787,4.943773,1.41
43.835787,4.943773,3.87
43.835787,4.943773,3.87
43.835787,4.943773,3.87
43.835787,4.943773,3.87
43.835787,4.943773,7.35
43.835787,4.943773,13.78
43.835787,4.943773,31.30
43.835787,4.943773,31.30
43.429816,4.943827,1.41
43.696705,4.943897,1.41
43.437849,4.943947,1.41
43.43989,4.943987,3.87
43.43989,4.943987,3.87
43.460821,4.944004,3.87
43.455472,4.944015,1.41
43.455472,4.944015,1.41
43.455472,4.944015,1.41
43.455472,4.944015,1.41
43.455472,4.944015,1.41
43.455472,4.944015,1.41
43.455472,4.944015,3.87
43.455472,4.944015,3.87
43.455472,4.944015,7.35
43.455472,4.944015,13.78
43.455472,4.944015,13.78
43.455472,4.944015,706.75
43.836892,4.944032,3.87
43.471203,4.944038,1.41
43.471203,4.944038,1.41
43.831212,4.944065,1.41
43.434663,4.944088,3.87
43.436977,4.944138,1.41
43.436489,4.944212,3.87
43.436489,4.944212,3.87
43.835374,4.944285,1.41
43.835374,4.944285,1.41
43.835374,4.944285,3.87
43.835374,4.944285,3.87
43.835374,4.944285,3.87
43.835374,4.944285,13.78
43.835374,4.944285,13.78
43.436592,4.944317,1.41
43.460205,4.944323,1.41
43.861137,4.944349,13.78
43.429932,4.944385,1.41
43.429932,4.944385,1.41
43.429932,4.944385,1.41
43.429932,4.944385,1.41
43.429932,4.944385,3.87
43.429932,4.944385,3.87
43.429932,4.944385,3.87
43.429932,4.944385,13.78
43.429932,4.944385,13.78
43.429932,4.944385,31.30
43.471327,4.944404,3.87
43.436262,4.944434,1.41
43.429858,4.944437,7.35
43.436576,4.944465,3.87
43.834779,4.944534,3.87
43.436059,4.944585,1.41
43.435959,4.944635,3.87
43.435948,4.944686,1.41
43.435848,4.944687,3.87
43.435848,4.944687,3.87
43.436983,4.944704,1.41
43.435899,4.944716,1.41
43.435899,4.944716,1.41
43.435899,4.944716,1.41
43.435899,4.944716,1.41
43.435899,4.944716,1.41
43.435899,4.944716,7.35
43.795125,4.944720,3.87
43.435674,4.944771,3.87
43.439298,4.944789,1.41
43.835628,4.944843,1.41
43.835628,4.944843,1.41
43.835628,4.944843,1.41
43.835628,4.944843,7.35
43.436465,4.944845,1.41
43.436465,4.944845,3.87
43.436449,4.944901,3.87
43.454228,4.944905,1.41
43.454228,4.944905,31.30
43.435341,4.944931,31.30
43.436558,4.944936,1.41
43.436598,4.944949,3.87
43.836553,4.94495,1.41
43.436838,4.944978,1.41
43.436838,4.944978,3.87
43.436838,4.944978,3.87
43.472948,4.944981,1.41
43.836599,4.945054,3.87
43.435141,4.945108,1.41
43.435141,4.945108,1.41
43.435141,4.945108,1.41
43.435141,4.945108,3.87
43.435141,4.945108,7.35
43.435141,4.945108,13.78
43.434952,4.94512,7.35
43.436844,4.945134,1.41
43.436127,4.945171,3.87
43.860808,4.945176,1.41
43.437045,4.945233,1.41
43.4732,4.945276,1.41
43.842242,4.945355,1.41
43.842242,4.945355,1.41
43.842242,4.945355,7.35
43.434413,4.945382,3.87
43.437929,4.945450,3.87
43.809917,4.945505,1.41
43.462717,4.945590,31.30
43.707523,4.945626,1.41
43.473479,4.945685,1.41
43.473479,4.945685,7.35
43.473479,4.945685,13.78
43.47359,4.945731,31.30
43.86052,4.945746,13.78
43.435117,4.945755,13.78
43.777197,4.945847,3.87
43.840546,4.945883,1.41
43.840546,4.945883,3.87
43.840546,4.945883,7.35
43.840546,4.945883,13.78
43.473772,4.945943,3.87
43.471688,4.945978,3.87
43.860479,4.946002,3.87
43.834469,4.946024,1.41
43.834469,4.946024,1.41
43.834469,4.946024,1.41
43.834469,4.946024,3.87
43.431579,4.946026,1.41
43.471785,4.946102,1.41
43.471785,4.946102,1.41
43.471785,4.946102,1.41
43.471785,4.946102,3.87
43.471785,4.946102,3.87
43.471785,4.946102,7.35
43.471785,4.946102,13.78
43.471785,4.946102,31.30
43.473943,4.946142,3.87
43.474123,4.946353,7.35
43.455767,4.946405,1.41
43.834006,4.946416,3.87
43.707825,4.946428,1.41
43.436988,4.946463,1.41
43.771788,4.946486,1.41
43.771788,4.946486,1.41
43.771788,4.946486,3.87
43.836317,4.946639,3.87
43.836317,4.946639,31.30
43.524696,4.946657,13.78
43.524696,4.946657,13.78
43.524696,4.946657,31.30
43.524696,4.946657,70.36
43.524696,4.946657,70.36
43.524696,4.946657,141.07
43.471839,4.946687,3.87
43.471839,4.946687,3.87
43.474612,4.946923,13.78
43.475217,4.946971,1.41
43.475217,4.946971,1.41
43.475217,4.946971,7.35
43.706979,4.947100,1.41
43.433877,4.947247,13.78
43.437622,4.947299,3.87
43.706697,4.947321,3.87
43.70497,4.947403,1.41
43.471997,4.947436,1.41
43.43483,4.947482,13.78
43.839105,4.947531,1.41
43.839105,4.947531,1.41
43.709062,4.947555,1.41
43.709062,4.947555,1.41
43.826333,4.947573,1.41
43.826333,4.947573,7.35
43.826333,4.947573,13.78
43.826333,4.947573,13.78
43.832862,4.947621,3.87
43.832862,4.947621,7.35
43.758227,4.947719,1.41
43.459387,4.94773,1.41
43.865904,4.947739,1.41
43.865904,4.947739,1.41
43.865904,4.947739,1.41
43.865904,4.947739,1.41
43.865904,4.947739,3.87
43.865904,4.947739,7.35
43.472062,4.947741,1.41
43.472062,4.947741,1.41
43.706379,4.947813,7.35
43.475056,4.947839,31.30
43.803568,4.947866,3.87
43.438254,4.947905,3.87
43.474541,4.947911,1.41
43.474541,4.947911,3.87
43.855258,4.948035,3.87
43.861426,4.948098,3.87
43.434751,4.948115,1.41
43.434751,4.948115,7.35
43.454248,4.948168,3.87
43.861739,4.948197,7.35
43.474153,4.948251,1.41
43.474153,4.948251,3.87
43.763742,4.948362,1.41
43.763742,4.948362,1.41
43.763742,4.948362,3.87
43.763742,4.948362,7.35
43.834644,4.948481,3.87
43.805003,4.948493,7.35
43.474091,4.948504,1.41
43.474091,4.948504,1.41
43.474091,4.948504,3.87
43.812642,4.948576,1.41
43.812642,4.948576,1.41
43.812642,4.948576,1.41
43.812642,4.948576,1.41
43.812642,4.948576,1.41
43.812642,4.948576,1.41
43.860658,4.948701,1.41
43.860658,4.948701,3.87
43.860658,4.948701,31.30
43.805854,4.948726,1.41
43.805854,4.948726,1.41
43.805854,4.948726,13.78
43.803298,4.948835,3.87
43.843746,4.948861,1.41
43.860339,4.948869,1.41
43.860436,4.948897,1.41
43.806387,4.948902,1.41
43.472161,4.948917,1.41
43.472161,4.948917,7.35
43.860503,4.948917,1.41
43.835452,4.948919,1.41
43.473114,4.948938,1.41
43.473114,4.948938,3.87
43.86071,4.948946,3.87
43.472666,4.948968,13.78
43.806304,4.949075,1.41
43.86218,4.949114,7.35
43.806118,4.94915,7.35
43.434433,4.949155,1.41
43.755691,4.949213,1.41
43.755691,4.949213,3.87
43.453553,4.949408,1.41
43.760878,4.949475,1.41
43.760878,4.949475,1.41
43.760878,4.949475,1.41
43.806377,4.949640,3.87
43.806377,4.949640,7.35
43.805831,4.949900,1.41
43.805831,4.949900,1.41
43.805831,4.949900,1.41
43.805831,4.949900,1.41
43.805831,4.949900,3.87
43.760713,4.950063,1.41
43.760713,4.950063,1.41
43.760713,4.950063,1.41
43.760713,4.950063,1.41
43.760713,4.950063,1.41
43.760713,4.950063,3.87
43.760713,4.950063,7.35
43.760713,4.950063,7.35
43.760713,4.950063,7.35
43.760713,4.950063,13.78
43.760713,4.950063,13.78
43.795954,4.950200,1.41
43.799151,4.950202,7.35
43.473425,4.950240,1.41
43.473425,4.950240,3.87
43.805477,4.950274,1.41
43.859880,4.950365,1.41
43.861496,4.950642,7.35
43.629965,4.95073,1.41
43.629965,4.95073,7.35
43.807895,4.950790,1.41
43.693165,4.950848,13.78
43.809044,4.950876,1.41
43.860881,4.950985,13.78
43.453435,4.951022,1.41
43.453435,4.951022,1.41
43.453435,4.951022,1.41
43.453435,4.951022,3.87
43.453435,4.951022,7.35
43.453435,4.951022,13.78
43.453435,4.951022,70.36
43.785566,4.951027,1.41
43.785566,4.951027,1.41
43.785566,4.951027,3.87
43.455196,4.951074,1.41
43.859852,4.95134,3.87
43.863251,4.951373,13.78
43.858483,4.951436,141.07
43.858882,4.95153,1.41
43.857101,4.951690,1.41
43.857101,4.951690,1.41
43.857101,4.951690,3.87
43.857101,4.951690,7.35
43.857101,4.951690,7.35
43.857101,4.951690,13.78
43.860387,4.951835,1.41
43.860808,4.951844,13.78
43.860808,4.951844,31.30
43.796213,4.952241,1.41
43.796213,4.952241,1.41
43.796213,4.952241,3.87
43.806740,4.952262,70.36
43.779631,4.952505,1.41
43.779631,4.952505,1.41
43.867201,4.953035,1.41
43.808540,4.953036,1.41
43.808540,4.953036,13.78
43.802601,4.953045,1.41
43.802601,4.953045,1.41
43.680323,4.953412,1.41
43.680323,4.953412,1.41
43.859926,4.953512,3.87
43.788524,4.953626,3.87
43.760681,4.953651,3.87
43.640328,4.953653,3.87
43.854413,4.954278,1.41
43.854413,4.954278,31.30
43.530677,4.954318,1.41
43.530677,4.954318,1.41
43.530677,4.954318,3.87
43.51823,4.954442,1.41
43.51823,4.954442,3.87
43.51823,4.954442,7.35
43.532287,4.954808,1.41
43.532287,4.954808,1.41
43.532287,4.954808,1.41
43.532287,4.954808,1.41
43.532287,4.954808,1.41
43.532287,4.954808,1.41
43.532287,4.954808,1.41
43.532287,4.954808,1.41
43.532287,4.954808,1.41
43.532287,4.954808,1.41
43.532287,4.954808,3.87
43.532287,4.954808,3.87
43.532287,4.954808,3.87
43.532287,4.954808,3.87
43.532287,4.954808,7.35
43.532287,4.954808,7.35
43.532287,4.954808,13.78
43.532287,4.954808,31.30
43.532287,4.954808,31.30
43.758233,4.954905,1.41
43.481287,4.955109,1.41
43.481287,4.955109,1.41
43.481287,4.955109,1.41
43.481287,4.955109,1.41
43.481287,4.955109,1.41
43.481287,4.955109,1.41
43.481287,4.955109,3.87
43.481287,4.955109,7.35
43.481287,4.955109,13.78
43.481287,4.955109,13.78
43.862312,4.955148,3.87
43.862312,4.955148,3.87
43.827543,4.956141,1.41
43.827543,4.956141,1.41
43.827543,4.956141,1.41
43.827543,4.956141,1.41
43.827543,4.956141,1.41
43.827543,4.956141,3.87
43.827543,4.956141,7.35
43.827543,4.956141,13.78
43.827543,4.956141,13.78
43.827543,4.956141,13.78
43.827543,4.956141,31.30
43.827543,4.956141,31.30
43.827543,4.956141,70.36
43.805577,4.956204,1.41
43.787185,4.95699,1.41
43.787185,4.95699,1.41
43.787185,4.95699,1.41
43.787185,4.95699,1.41
43.787185,4.95699,1.41
43.787185,4.95699,3.87
43.787185,4.95699,141.07
43.762766,4.957022,1.41
43.854652,4.957264,1.41
43.854652,4.957264,1.41
43.854652,4.957264,1.41
43.854652,4.957264,1.41
43.854652,4.957264,1.41
43.854652,4.957264,1.41
43.854652,4.957264,1.41
43.854652,4.957264,1.41
43.854652,4.957264,3.87
43.854652,4.957264,3.87
43.854652,4.957264,3.87
43.854652,4.957264,31.30
43.857580,4.957973,1.41
43.857580,4.957973,1.41
43.857580,4.957973,3.87
43.520518,4.958337,1.41
43.520518,4.958337,7.35
43.520518,4.958337,7.35
43.520518,4.958337,7.35
43.824769,4.95842,1.41
43.824769,4.95842,3.87
43.824769,4.95842,7.35
43.824769,4.95842,13.78
43.519248,4.958457,1.41
43.519248,4.958457,1.41
43.519248,4.958457,1.41
43.519248,4.958457,1.41
43.519248,4.958457,3.87
43.519248,4.958457,7.35
43.519248,4.958457,7.35
43.519248,4.958457,13.78
43.519248,4.958457,13.78
43.519248,4.958457,31.30
43.519248,4.958457,31.30
43.803415,4.958465,1.41
43.759353,4.959105,1.41
43.530944,4.959161,1.41
43.530944,4.959161,1.41
43.530944,4.959161,1.41
43.530944,4.959161,1.41
43.530944,4.959161,1.41
43.530944,4.959161,1.41
43.530944,4.959161,3.87
43.530944,4.959161,3.87
43.530944,4.959161,3.87
43.530944,4.959161,3.87
43.530944,4.959161,7.35
43.530944,4.959161,7.35
43.530944,4.959161,13.78
43.530944,4.959161,13.78
43.530944,4.959161,31.30
43.841778,4.959182,1.41
43.841778,4.959182,1.41
43.841778,4.959182,1.41
43.841778,4.959182,3.87
43.841778,4.959182,3.87
43.4506,4.959229,1.41
43.813177,4.959776,1.41
43.513759,4.959803,1.41
43.517074,4.959874,1.41
43.517074,4.959874,7.35
43.783308,4.960043,1.41
43.783308,4.960043,3.87
43.783308,4.960043,7.35
43.518055,4.960070,1.41
43.518055,4.960070,1.41
43.518055,4.960070,1.41
43.518055,4.960070,7.35
43.518055,4.960070,7.35
43.518055,4.960070,7.35
43.518055,4.960070,31.30
43.518055,4.960070,706.75
43.514741,4.960253,7.35
43.514741,4.960253,7.35
43.523634,4.960339,1.41
43.523634,4.960339,1.41
43.523634,4.960339,1.41
43.523634,4.960339,1.41
43.523634,4.960339,1.41
43.523634,4.960339,1.41
43.523634,4.960339,3.87
43.523634,4.960339,3.87
43.523634,4.960339,3.87
43.523634,4.960339,3.87
43.523634,4.960339,7.35
43.523634,4.960339,7.35
43.523634,4.960339,7.35
43.523634,4.960339,7.35
43.523634,4.960339,13.78
43.523634,4.960339,31.30
43.523634,4.960339,31.30
43.523634,4.960339,70.36
43.513898,4.960798,1.41
43.513898,4.960798,1.41
43.513898,4.960798,1.41
43.513898,4.960798,31.30
43.519849,4.960869,1.41
43.518105,4.961011,70.36
43.515412,4.961228,1.41
43.515412,4.961228,1.41
43.515412,4.961228,1.41
43.515412,4.961228,1.41
43.515412,4.961228,1.41
43.515412,4.961228,1.41
43.515412,4.961228,1.41
43.515412,4.961228,1.41
43.515412,4.961228,1.41
43.515412,4.961228,1.41
43.515412,4.961228,1.41
43.515412,4.961228,1.41
43.515412,4.961228,3.87
43.515412,4.961228,3.87
43.515412,4.961228,3.87
43.515412,4.961228,3.87
43.515412,4.961228,3.87
43.515412,4.961228,3.87
43.515412,4.961228,3.87
43.515412,4.961228,3.87
43.515412,4.961228,3.87
43.515412,4.961228,3.87
43.515412,4.961228,3.87
43.515412,4.961228,7.35
43.515412,4.961228,7.35
43.515412,4.961228,7.35
43.515412,4.961228,7.35
43.515412,4.961228,7.35
43.515412,4.961228,7.35
43.515412,4.961228,7.35
43.515412,4.961228,7.35
43.515412,4.961228,7.35
43.515412,4.961228,7.35
43.515412,4.961228,7.35
43.515412,4.961228,13.78
43.515412,4.961228,13.78
43.515412,4.961228,13.78
43.515412,4.961228,13.78
43.515412,4.961228,13.78
