lat,lon,emplois
43.609464,4.608889,1.41
43.609464,4.608889,1.41
43.609464,4.608889,3.87
43.68301,4.609291,1.41
43.68301,4.609291,1.41
43.663479,4.609699,1.41
43.663479,4.609699,1.41
43.663479,4.609699,1.41
43.663479,4.609699,1.41
43.663479,4.609699,1.41
43.663479,4.609699,1.41
43.663479,4.609699,1.41
43.663479,4.609699,1.41
43.663479,4.609699,1.41
43.663479,4.609699,1.41
43.663479,4.609699,1.41
43.663479,4.609699,1.41
43.663479,4.609699,1.41
43.663479,4.609699,3.87
43.663479,4.609699,3.87
43.663479,4.609699,3.87
43.663479,4.609699,3.87
43.663479,4.609699,7.35
43.663479,4.609699,7.35
43.663479,4.609699,13.78
43.663479,4.609699,13.78
43.663479,4.609699,31.30
43.679108,4.609740,1.41
43.679108,4.609740,1.41
43.679108,4.609740,3.87
43.679108,4.609740,13.78
43.685568,4.609769,1.41
43.682182,4.609845,1.41
43.681733,4.61007,1.41
43.681747,4.61095,3.87
43.682521,4.611081,1.41
43.66695,4.611213,1.41
43.66695,4.611213,3.87
43.66695,4.611213,13.78
43.681748,4.611297,1.41
43.67872,4.61172,1.41
43.67872,4.61172,7.35
43.681823,4.611748,1.41
43.681758,4.612318,3.87
43.681758,4.612318,3.87
43.686560,4.612367,3.87
43.686560,4.612367,13.78
43.681840,4.612469,3.87
43.666839,4.612763,1.41
43.68194,4.612866,3.87
43.668709,4.613213,70.36
43.68186,4.613354,1.41
43.668857,4.613784,1.41
43.668857,4.613784,7.35
43.675015,4.613893,1.41
43.675015,4.613893,13.78
43.667498,4.613908,3.87
43.668942,4.614114,1.41
43.668942,4.614114,1.41
43.668942,4.614114,3.87
43.668942,4.614114,7.35
43.681594,4.614382,1.41
43.688030,4.614422,1.41
43.681778,4.614425,1.41
43.665938,4.61452,3.87
43.669806,4.614558,1.41
43.68189,4.614738,3.87
43.667736,4.614815,1.41
43.667736,4.614815,7.35
43.685966,4.614901,70.36
43.675812,4.615149,7.35
43.634505,4.615251,3.87
43.681957,4.615334,1.41
43.681833,4.615386,1.41
43.676795,4.615396,1.41
43.670263,4.615398,1.41
43.668792,4.615606,1.41
43.681589,4.61562,3.87
43.676949,4.615621,31.30
43.678402,4.615860,1.41
43.681876,4.616191,13.78
43.669101,4.6163,1.41
43.669101,4.6163,1.41
43.668789,4.616544,1.41
43.668789,4.616544,7.35
43.668424,4.61655,1.41
43.662977,4.616695,1.41
43.668062,4.616867,1.41
43.668062,4.616867,1.41
43.668062,4.616867,1.41
43.668062,4.616867,1.41
43.668062,4.616867,1.41
43.668062,4.616867,3.87
43.666906,4.616881,1.41
43.669163,4.616927,3.87
43.663217,4.616998,13.78
43.668609,4.617131,1.41
43.68013,4.617136,1.41
43.668699,4.617783,1.41
43.668699,4.617783,1.41
43.681711,4.617807,1.41
43.668976,4.617908,1.41
43.68169,4.618033,1.41
43.663789,4.61825,1.41
43.668615,4.618517,1.41
43.682201,4.61863,3.87
43.684415,4.618842,3.87
43.668474,4.618972,1.41
43.681354,4.619018,1.41
43.679805,4.619025,1.41
43.679805,4.619025,1.41
43.679805,4.619025,3.87
43.682596,4.619051,1.41
43.679038,4.619052,1.41
43.679248,4.619152,1.41
43.679248,4.619152,1.41
43.682108,4.619254,1.41
43.679504,4.619359,3.87
43.671830,4.619363,1.41
43.671830,4.619363,1.41
43.671830,4.619363,3.87
43.671830,4.619363,70.36
43.680793,4.619408,1.41
43.679316,4.619433,1.41
43.679488,4.619597,1.41
43.679488,4.619597,1.41
43.675534,4.619627,13.78
43.662135,4.619756,1.41
43.680219,4.619811,1.41
43.669030,4.619849,1.41
43.661723,4.619852,1.41
43.679995,4.619969,1.41
43.679633,4.619977,1.41
43.680227,4.619983,1.41
43.669901,4.619991,1.41
43.669901,4.619991,3.87
43.669901,4.619991,31.30
43.67993,4.62003,3.87
43.675155,4.620135,3.87
43.662639,4.620137,1.41
43.670523,4.620168,13.78
43.670617,4.620203,1.41
43.670617,4.620203,1.41
43.670617,4.620203,1.41
43.679952,4.620216,31.30
43.680223,4.620222,1.41
43.680223,4.620222,7.35
43.679808,4.620262,7.35
43.679808,4.620262,7.35
43.663932,4.620269,1.41
43.679705,4.620301,1.41
43.679705,4.620301,1.41
43.680861,4.620305,1.41
43.680398,4.620348,1.41
43.680447,4.620397,7.35
43.669017,4.620414,1.41
43.669017,4.620414,1.41
43.680218,4.620487,1.41
43.680567,4.620517,3.87
43.679719,4.620532,1.41
43.680633,4.620583,1.41
43.672947,4.620666,3.87
43.676509,4.620737,1.41
43.663796,4.620745,1.41
43.675566,4.620817,1.41
43.656732,4.620825,7.35
43.656732,4.620825,7.35
43.656732,4.620825,31.30
43.667524,4.620832,1.41
43.680622,4.62095,7.35
43.680466,4.621017,1.41
43.679224,4.621047,1.41
43.659492,4.621048,1.41
43.674913,4.621097,1.41
43.676367,4.621102,1.41
43.67447,4.621105,1.41
43.67526,4.621122,1.41
43.66722,4.621161,7.35
43.68118,4.621193,1.41
43.675208,4.621194,1.41
43.676939,4.621210,1.41
43.676939,4.621210,1.41
43.675409,4.621269,1.41
43.683304,4.621311,7.35
43.681803,4.621411,3.87
43.676047,4.621421,1.41
43.674356,4.621454,1.41
43.681107,4.621493,70.36
43.667137,4.621531,1.41
43.680377,4.621646,1.41
43.680377,4.621646,1.41
43.675749,4.621682,1.41
43.665998,4.621699,13.78
43.673956,4.62179,1.41
43.660765,4.621815,1.41
43.660765,4.621815,1.41
43.661082,4.621817,3.87
43.675302,4.621896,1.41
43.679986,4.621953,1.41
43.679986,4.621953,1.41
43.679986,4.621953,1.41
43.679986,4.621953,7.35
43.680419,4.621969,1.41
43.680216,4.622022,3.87
43.637612,4.622044,1.41
43.674552,4.622102,3.87
43.674552,4.622102,3.87
43.674552,4.622102,7.35
43.673377,4.62212,1.41
43.674791,4.622155,1.41
43.680303,4.622219,3.87
43.682132,4.622221,3.87
43.675090,4.622241,7.35
43.680069,4.622249,7.35
43.67323,4.622283,3.87
43.663374,4.62233,1.41
43.605831,4.62237,13.78
43.677329,4.622372,1.41
43.667025,4.622414,1.41
43.669791,4.622499,3.87
43.676216,4.622504,1.41
43.675209,4.622542,1.41
43.676398,4.622585,1.41
43.665718,4.622607,7.35
43.674741,4.622608,1.41
43.679751,4.622737,70.36
43.674338,4.622794,1.41
43.677045,4.62282,13.78
43.677086,4.622937,3.87
43.6802,4.623088,3.87
43.665664,4.62314,7.35
43.675283,4.623159,1.41
43.677362,4.623227,7.35
43.676562,4.623289,1.41
43.675037,4.6233,1.41
43.676413,4.623374,3.87
43.673036,4.623375,1.41
43.676528,4.623399,1.41
43.673257,4.623405,1.41
43.676324,4.623414,1.41
43.670198,4.623422,1.41
43.681391,4.623471,13.78
43.67424,4.623493,1.41
43.674433,4.623503,1.41
43.672048,4.623515,1.41
43.672048,4.623515,3.87
43.672048,4.623515,3.87
43.672048,4.623515,3.87
43.672048,4.623515,7.35
43.67675,4.62353,1.41
43.676918,4.623553,1.41
43.675041,4.623571,7.35
43.66742,4.623582,1.41
43.673721,4.623611,3.87
43.675045,4.623629,3.87
43.676096,4.62363,3.87
43.673991,4.623637,1.41
43.674423,4.623674,1.41
43.676928,4.623683,3.87
43.676891,4.623751,1.41
43.665384,4.623796,1.41
43.674682,4.623803,1.41
43.67696,4.623861,1.41
43.67657,4.623877,1.41
43.676966,4.623915,1.41
43.674696,4.62394,1.41
43.675068,4.623954,1.41
43.676974,4.623978,1.41
43.678206,4.624009,1.41
43.677816,4.624015,1.41
43.677345,4.624049,1.41
43.664661,4.624054,7.35
43.667708,4.624079,3.87
43.677608,4.62408,1.41
43.677608,4.62408,1.41
43.676953,4.624092,1.41
43.674721,4.624134,1.41
43.674721,4.624134,7.35
43.677429,4.624135,1.41
43.675574,4.62415,1.41
43.676962,4.624152,1.41
43.675083,4.624157,1.41
43.675083,4.624157,3.87
43.676168,4.624157,3.87
43.677536,4.624247,7.35
43.675515,4.624257,1.41
43.677283,4.624257,1.41
43.677283,4.624257,1.41
43.677677,4.624271,1.41
43.677127,4.624284,3.87
43.677127,4.624284,3.87
43.676259,4.624328,1.41
43.677451,4.624342,3.87
43.676999,4.624384,1.41
43.673114,4.624388,1.41
43.676664,4.624389,1.41
43.677002,4.624402,7.35
43.665396,4.624436,1.41
43.676033,4.624463,7.35
43.677117,4.624463,1.41
43.677117,4.624463,3.87
43.673542,4.624515,7.35
43.680622,4.624537,1.41
43.678388,4.624586,1.41
43.677178,4.624589,7.35
43.677917,4.624607,31.30
43.675113,4.624621,1.41
43.62505,4.624652,1.41
43.676983,4.62466,1.41
43.678464,4.624711,7.35
43.67653,4.62472,7.35
43.678471,4.624721,3.87
43.677081,4.624737,1.41
43.676345,4.624748,1.41
43.674763,4.624756,1.41
43.676007,4.624805,31.30
43.676705,4.624821,7.35
43.677556,4.624833,3.87
43.677026,4.624839,1.41
43.675786,4.62484,3.87
43.665748,4.624846,1.41
43.676932,4.624858,1.41
43.676932,4.624858,7.35
43.676932,4.624858,13.78
43.676126,4.624908,1.41
43.677559,4.624935,1.41
43.677559,4.624935,353.20
43.675588,4.624939,1.41
43.675885,4.624946,1.41
43.675885,4.624946,1.41
43.678549,4.624949,3.87
43.678549,4.624949,3.87
43.678549,4.624949,141.07
43.676963,4.624983,1.41
43.678202,4.625019,7.35
43.672263,4.625024,3.87
43.675344,4.625029,1.41
43.675344,4.625029,3.87
43.678569,4.625033,1.41
43.676847,4.625034,1.41
43.666294,4.625043,31.30
43.677253,4.625067,3.87
43.677253,4.625067,7.35
43.678183,4.625101,1.41
43.672328,4.625108,3.87
43.675158,4.625133,3.87
43.676796,4.625138,1.41
43.676678,4.625147,3.87
43.676678,4.625147,3.87
43.675361,4.625159,1.41
43.678245,4.625162,1.41
43.67687,4.625177,1.41
43.67687,4.625177,3.87
43.672394,4.625192,3.87
43.676263,4.625228,1.41
43.675247,4.625258,3.87
43.674567,4.62529,1.41
43.674567,4.62529,1.41
43.676717,4.625305,1.41
43.676717,4.625305,1.41
43.678537,4.625319,3.87
43.677993,4.625325,1.41
43.676411,4.625362,3.87
43.678871,4.625384,7.35
43.676479,4.625387,1.41
43.674654,4.625397,3.87
43.676758,4.625401,1.41
43.675288,4.625433,1.41
43.675288,4.625433,1.41
43.675288,4.625433,1.41
43.67551,4.625438,3.87
43.674587,4.625454,3.87
43.675478,4.625461,1.41
43.677399,4.625472,1.41
43.677399,4.625472,1.41
43.668698,4.625474,1.41
43.668698,4.625474,3.87
43.668698,4.625474,31.30
43.676636,4.625485,3.87
43.667117,4.625537,7.35
43.676689,4.625552,1.41
43.676595,4.625573,1.41
43.675487,4.625644,1.41
43.67533,4.625648,31.30
43.67655,4.62567,3.87
43.676632,4.625679,1.41
43.676632,4.625679,1.41
43.676632,4.625679,1.41
43.676632,4.625679,3.87
43.674538,4.625697,1.41
43.674538,4.625697,1.41
43.678196,4.625701,223.16
43.676524,4.625728,1.41
43.675348,4.625753,7.35
43.676597,4.625758,1.41
43.667531,4.625786,13.78
43.667531,4.625786,13.78
43.678242,4.625807,13.78
43.67649,4.625826,13.78
43.667382,4.625834,1.41
43.667382,4.625834,13.78
43.675329,4.625842,3.87
43.675410,4.625872,1.41
43.676455,4.625928,1.41
43.674884,4.625932,1.41
43.675809,4.625932,1.41
43.675809,4.625932,1.41
43.675809,4.625932,3.87
43.675809,4.625932,7.35
43.678445,4.625979,1.41
43.675466,4.625986,1.41
43.677771,4.625997,1.41
43.667893,4.626029,3.87
43.675255,4.626042,1.41
43.676374,4.626049,3.87
43.676381,4.626049,3.87
43.676307,4.626055,3.87
43.676251,4.626061,1.41
43.676253,4.626061,1.41
43.676253,4.626061,1.41
43.675558,4.626063,3.87
43.678933,4.626079,1.41
43.676137,4.626085,1.41
43.676093,4.626095,7.35
43.675262,4.626098,3.87
43.677869,4.6261,1.41
43.67604,4.626109,1.41
43.67604,4.626109,3.87
43.67604,4.626109,13.78
43.674928,4.62611,3.87
43.674928,4.62611,13.78
43.6749,4.626135,1.41
43.67774,4.62616,1.41
43.676217,4.626177,3.87
43.675807,4.626192,3.87
43.681135,4.626201,1.41
43.675593,4.626215,3.87
43.674905,4.626219,1.41
43.675275,4.626224,3.87
43.676353,4.626249,1.41
43.676353,4.626249,1.41
43.676353,4.626249,7.35
43.673235,4.62628,70.36
43.676403,4.626307,31.30
43.675286,4.626325,3.87
43.675434,4.626325,1.41
43.675983,4.626367,1.41
43.675983,4.626367,3.87
43.676327,4.626383,1.41
43.676327,4.626383,1.41
43.67781,4.626386,3.87
43.678225,4.626403,3.87
43.671501,4.626433,1.41
43.671501,4.626433,31.30
43.672207,4.626448,1.41
43.675791,4.626453,1.41
43.676308,4.62646,3.87
43.675453,4.626487,1.41
43.67752,4.626512,1.41
43.67752,4.626512,3.87
43.67752,4.626512,3.87
43.676369,4.626519,3.87
43.678190,4.626526,1.41
43.676269,4.626539,3.87
43.677784,4.626547,1.41
43.676934,4.62655,1.41
43.676934,4.62655,3.87
43.678215,4.626564,1.41
43.677786,4.626605,3.87
43.677532,4.626608,1.41
43.677532,4.626608,1.41
43.676313,4.626645,1.41
43.67821,4.626668,3.87
43.676917,4.626699,3.87
43.676299,4.626707,3.87
43.677829,4.626715,1.41
43.676236,4.626757,3.87
43.676288,4.626759,3.87
43.676288,4.626759,3.87
43.677828,4.626763,3.87
43.678729,4.626767,1.41
43.678729,4.626767,1.41
43.677733,4.626769,7.35
43.677627,4.626775,3.87
43.670522,4.626782,31.30
43.670522,4.626782,70.36
43.676225,4.626802,1.41
43.67729,4.626821,3.87
43.670662,4.626846,1.41
43.677828,4.626849,1.41
43.677828,4.626849,1.41
43.676214,4.626853,1.41
43.675361,4.626859,1.41
43.676265,4.626866,1.41
43.675812,4.626867,13.78
43.6782,4.62688,3.87
43.676206,4.626908,3.87
43.675879,4.626913,1.41
43.676079,4.626915,1.41
43.675971,4.626928,1.41
43.675971,4.626928,13.78
43.676923,4.626939,13.78
43.676031,4.626958,1.41
43.67814,4.62698,1.41
43.676241,4.626982,1.41
43.677618,4.627002,1.41
43.674636,4.627007,13.78
43.677944,4.62701,1.41
43.677031,4.627042,1.41
43.678345,4.627083,1.41
43.675646,4.627085,1.41
43.678072,4.62709,1.41
43.676228,4.627093,3.87
43.678383,4.627109,13.78
43.675393,4.627132,1.41
43.675393,4.627132,13.78
43.676206,4.627147,1.41
43.678084,4.627149,1.41
43.678138,4.627161,1.41
43.677221,4.627168,1.41
43.677395,4.627172,3.87
43.675609,4.627186,1.41
43.671512,4.627196,1.41
43.676143,4.627205,3.87
43.676143,4.627205,13.78
43.677475,4.62722,1.41
43.677475,4.62722,3.87
43.677675,4.627235,7.35
43.67315,4.627238,1.41
43.678414,4.627266,1.41
43.678115,4.627282,1.41
43.676127,4.627285,1.41
43.676127,4.627285,1.41
43.676441,4.627358,3.87
43.676441,4.627358,13.78
43.67703,4.627365,31.30
43.67611,4.627377,1.41
43.678134,4.627394,1.41
43.700323,4.627438,1.41
43.700323,4.627438,1.41
43.700323,4.627438,3.87
43.700323,4.627438,3.87
43.700323,4.627438,3.87
43.700323,4.627438,3.87
43.700323,4.627438,7.35
43.700323,4.627438,13.78
43.700323,4.627438,13.78
43.700323,4.627438,70.36
43.676097,4.627442,1.41
43.677829,4.627463,1.41
43.677788,4.627482,1.41
43.675546,4.6275,3.87
43.677779,4.627552,7.35
