x,y,ind
5.954228216769011,43.157102086010944,3.0
5.956677709414472,43.157199185941955,12.0
5.949329253148683,43.15690770990363,4.0
5.951778731345639,43.1570049273314,3.0
5.373291167816512,43.452361783613846,26.0
5.944430318451273,43.15671309880441,11.0
5.370830171483999,43.45225059808527,13.0
5.946879782182453,43.15681043372788,23.0
5.368369183540243,43.452139353508365,13.0
5.939531412711327,43.15651825271553,2.0
5.365908203989625,43.45202804988346,4.0
5.388057321729662,43.45302765675236,2.0
5.3905183766605775,43.453138428933606,9.0
5.383135236946328,43.452805935238445,35.0
5.385596275156783,43.45291682552055,21.0
5.3782131856302415,43.452583977524746,33.0
5.380674207102686,43.45269498590639,36.0
5.9346325359633925,43.15632317163922,2.0
5.375752172533389,43.452472910093775,13.0
5.922385471160296,43.15583444089312,39.0
5.924834869581731,43.15593230453325,7.0
5.929733688242014,43.15612785557773,6.0
5.915037319582617,43.155540497504425,59.0
5.917486696156419,43.15563853737844,59.5
5.919936080017084,43.15573651850807,173.0
5.358525315740493,43.45169378472393,8.0
5.360986270085364,43.45180526549091,9.0
5.907689233625542,43.155246025419196,28.5
5.905239886242353,43.15514775057065,5.0
5.912587950299991,43.155442398886365,266.0
5.910138588312861,43.15534424152453,342.0
5.328994520890521,43.45035140996963,11.0
5.331455374017585,43.4504635992757,24.0
5.964026230640221,43.157490133241026,11.0
5.96647575213086,43.15758699817512,10.0
5.968925280821999,43.15768380435933,12.0
5.971374816709315,43.15778055179334,11.0
5.973824359788487,43.15787724047685,1.0
5.961576716354395,43.15739320955728,5.0
5.959127209277706,43.15729622712415,5.0
5.582499225731226,43.42906639984724,20.0
5.580038899386373,43.42896024386148,19.0
5.587419902407931,43.42927853470595,9.0
5.584959560073209,43.4291724967955,19.0
5.592340611038031,43.42949043341219,10.0
5.5898802527310005,43.42938451357829,13.0
5.712907857002408,43.43460817683701,3.0
5.683379441001284,43.43336796045515,21.0
5.685840099445432,43.43347163660245,9.0
5.688300765702282,43.433575253699445,11.0
5.693222121636488,43.43378231074137,3.0
5.707986376486878,43.4344020646287,4.0
5.70552564788664,43.4342989199449,4.0
5.888094659438216,43.154458181844454,12.0
5.680918790374226,43.43326422525786,21.0
5.6784581475686515,43.43316043101086,10.0
5.67599751258896,43.43305657771447,20.0
5.892993259039416,43.15465549518955,86.0
5.673536885439535,43.432952665369,7.0
5.890543955571644,43.15455686788763,81.0
5.897891887960726,43.15485257356855,99.0
5.895442569837216,43.15475406374994,100.5
5.9027905461676085,43.15504941697918,31.0
5.900341213405627,43.154951024645044,88.0
5.851356100492404,43.15297084244034,3.0
5.866199976415702,43.500536751754304,8.0
5.883446289168704,43.50123064261673,8.0
5.878518733757131,43.501032683798854,6.0
5.876054967287144,43.50093361567505,28.0
5.873591208313586,43.50083448840842,33.0
5.87112745684088,43.50073530199923,38.0
5.8686637128734445,43.50063605644777,38.0
5.927795630597253,43.503001625832646,33.0
5.9253317151273235,43.50290374062629,17.0
5.931934648964245,43.62060166898751,2.0
5.9294657570908385,43.62050385166018,4.0
5.942579278736698,43.50358769493436,1.0
5.403277925820888,43.291035107762085,629.0
5.400823638710813,43.290924690724225,62.0
5.408186524814755,43.29125576524756,743.0
5.405732221190313,43.291145465936665,897.0
5.393460826980111,43.290593086433745,323.0
5.391006572950845,43.29048243394569,1245.0
5.398369359864433,43.290814214823314,653.0
5.395915089286083,43.290703680059714,166.5
5.388552327202634,43.29037172259593,667.5
5.897370842027308,43.61922683138019,2.0
5.3836438605667185,43.290150123312415,1001.0
5.386098089739812,43.29026095238472,784.0
5.435184408273196,43.29246517257594,439.0
5.432730014130069,43.29235552078611,423.0
5.430275628194208,43.29224581012915,221.0
5.427821250469958,43.29213604060537,42.0
5.425366880961655,43.29202621221508,208.0
5.422912519673644,43.2919163249586,21.0
5.420458166610264,43.29180637883626,5.0
5.418003821775857,43.29169637384835,5.0
5.413095156811317,43.29147618727716,4.0
5.41064083668987,43.29136600569453,139.0
5.508658756344762,43.45838604387369,5.0
5.35419375866766,43.288815583395305,134.0
5.511120215440666,43.458493922185184,4.0
5.506197305391694,43.458278106496046,3.0
5.545581495319676,43.45999801642361,15.0
5.371372839199038,43.2895950950456,635.5
5.368918659855429,43.289483912813395,805.5
5.366464488831921,43.289372671722326,779.5
5.364010326132845,43.28926137177272,515.5
5.381189639687694,43.29003923537934,773.5
5.538196801665727,43.45967668515524,10.0
5.378735427107074,43.2899282885858,113.5
5.540658358132818,43.45978385464836,11.0
5.376281222829197,43.28981728293212,205.0
5.543119922685599,43.45989096507124,13.0
5.373827026858408,43.289706218418594,164.0
5.361556171762545,43.289150012964896,91.0
5.356647888025613,43.288927118775874,1101.0
5.359102025725353,43.28903859529918,1312.5
5.449586191000421,43.455779245273355,5.0
5.4618925856709355,43.45632513374325,10.0
5.459431290266631,43.456216074168324,55.0
5.456970003093034,43.456106955533585,78.0
5.454508724154538,43.45599777783931,30.0
5.471737849507401,43.45676078143802,216.5
5.4692765212241845,43.456651958105695,155.5
5.466815201154105,43.45654307571223,189.5
5.464353889301559,43.456434134258,57.0
5.474199185999363,43.4568695457089,137.0
5.479121883591952,43.457086897065075,183.0
5.476660530695678,43.456978250918034,84.0
5.484044613966805,43.45730401217177,12.0
5.481583244683793,43.45719548414979,150.5
5.488967377088776,43.457520891026356,10.0
5.486505991436596,43.45741248113072,4.0
5.491428770918941,43.45762924185834,2.0
5.417590531275695,43.45435302549674,36.0
5.415129384696076,43.45424290289313,75.0
5.412668246426211,43.454132721235425,47.0
5.410207116470487,43.45402248052391,22.0
5.405284881519029,43.45380182194078,31.0
5.402823776532071,43.45369140406981,4.0
5.400362679876815,43.45358092714629,4.5
5.940445234186313,43.53421807350427,2.0
5.9429104907348504,43.534315604065284,10.0
5.945375754671847,43.53441307543969,21.0
5.947841025992874,43.534510487627095,5.0
5.395440511578958,43.45335979614307,4.0
5.937979985030675,43.53412048375685,1.0
5.424974020829151,43.45468303897961,3.0
5.429896388666396,43.454902752691765,3.0
5.420051686160671,43.45446308904589,40.0
5.422512849346619,43.454573093540276,11.0
5.486552467501376,43.424882572672615,23.0
5.489012486704576,43.42499097185362,87.5
5.491472514071581,43.4250993120089,95.0
5.476712472414316,43.42444838569824,68.0
5.479172458918451,43.424557020978774,68.0
5.4816324536039325,43.424665597234885,37.0
5.469332562033783,43.42412212571333,7.0
5.46687260829884,43.42401325433829,30.5
5.474252494095903,43.424339691393634,10.0
5.471792523967596,43.4242309380652,15.0
5.461952725443111,43.423795334520044,27.0
5.464412662767154,43.42390432394041,34.0
5.457032875435465,43.42357717861298,10.0
5.459492796331086,43.42368628607747,20.0
5.452113058310968,43.42335878661963,3.0
5.4545729627606345,43.42346801212693,5.0
5.545640568818349,43.297338570538564,8.0
5.543185809843384,43.297231568094375,146.0
5.540731058880199,43.297124506768974,4.0
5.538276315933147,43.297017386562686,18.0
5.5358215810065685,43.29691020747583,11.0
5.449653162090856,43.423249502091394,16.0
5.4471932741046745,43.42314015854253,12.0
5.444733394356809,43.42303075597339,6.0
5.557914483717788,43.297872699531005,25.0
5.442273522851635,43.422921294384246,2.0
5.55545968474911,43.29776599149734,36.0
5.5530048937704795,43.297659224580975,13.0
5.528373901252025,43.42671733104436,6.0
5.530834058643628,43.42682472674626,40.0
5.533294224124489,43.426932063417134,26.0
5.535754397690228,43.42703934105673,43.0
5.538214579336455,43.427146559664685,70.0
5.540674769058788,43.42725371924074,107.0
5.543134966852836,43.427360819784525,78.0
5.545595172714214,43.427467861295774,20.5
5.5259137519540715,43.426609876311794,15.0
5.523453610754152,43.42650236254883,64.0
5.520993477656652,43.42639478975585,12.0
5.501312705089986,43.42553208236713,4.0
5.4988526451115955,43.42542397831765,15.0
5.496392593279474,43.42531581524124,7.0
5.493932549598007,43.42520759313823,42.0
5.481819450598663,43.2945373714075,14.0
5.484274007975285,43.29464584578848,91.0
5.472001302339769,43.294102885152505,97.0
5.474455827208663,43.294211595025295,82.0
5.479364901342456,43.29442883815312,14.0
5.4621832842855245,43.29366745694278,41.0
5.464637776577199,43.29377640230235,43.5
5.4670922770196935,43.293885288790726,9.0
5.459728800149013,43.29355845271225,5.0
5.454819856358851,43.29334026763977,153.0
5.457274324172008,43.29344938961115,140.0
5.449910945241449,43.29312184708734,222.0
5.452365396713885,43.29323108679838,177.0
5.548055386638536,43.42757484377415,2.0
5.445002066831552,43.29290319105754,813.0
5.447456501945892,43.29301254850696,572.0
5.44009322116389,43.29268429955294,363.0
5.442547639902769,43.29279377473943,446.0
5.43763881061925,43.2925747654983,1006.5
5.5284574243931655,43.29658831693492,7.0
5.530912135232232,43.29669567266164,7.0
5.511274673823215,43.29583517824391,48.0
5.51372932830598,43.295942946119474,11.5
5.516183990852684,43.296050655117526,4.0
5.51863866145898,43.29615830523781,18.0
5.521093340120521,43.29626589648001,31.0
5.523548026832965,43.29637342884382,36.0
5.503910758801983,43.295511521355515,86.0
5.506365389066869,43.29561946586162,67.0
5.499001522520511,43.29529545571491,62.0
5.501456136618418,43.295403517973156,33.0
5.508820027408728,43.29572735149119,58.0
5.486728573467981,43.29475426129572,302.5
5.494092318599069,43.29507915457188,35.0
5.496546916512614,43.29518733458104,52.0
5.489183147072407,43.29486261792889,40.0
5.491637728784217,43.29497091568772,9.0
5.324209469863804,43.417597736867926,39.0
5.306993411974047,43.41681002556557,4.0
5.304534009049127,43.41669725936915,13.0
5.321750007615679,43.41748538369195,16.5
5.319290553829173,43.417372971512044,36.0
5.316831108508663,43.417260500328595,4.0
5.370940854465752,43.419721236038924,7.0
5.358642827357078,43.41916448574045,14.0
5.741541463578059,43.14302339872418,61.0
5.736644237125202,43.14281882433287,102.0
5.739092846552209,43.14292114088715,74.0
5.731747041084947,43.142614015073896,15.0
5.7341956353013455,43.142716449061695,58.0
5.383239090926626,43.420276511077844,14.0
5.726849875491749,43.14240897094953,5.0
5.380779426912541,43.42016557409276,4.0
5.729298454480313,43.14251152236975,5.0
5.3414259421584465,43.41838255696338,117.0
5.343885471941997,43.418494438096516,4.0
5.346345010147784,43.41860626022279,9.0
5.348804556771429,43.4187180233419,3.0
5.334047403384976,43.41804655952639,15.0
5.336506907875559,43.418158617678046,78.0
5.338966420801508,43.41827061682382,110.0
5.351264111808557,43.41882972745358,39.0
5.7586819951648005,43.143737559476875,6.0
5.761130672826327,43.14383934756566,6.0
5.763579358047927,43.14394107693461,15.0
5.766028050825289,43.14404274758343,26.0
5.748887360205597,43.14332981992909,107.0
5.751336007583747,43.14343184289434,58.0
5.3561832471057595,43.41905295865315,9.0
5.753784662539203,43.143533807140926,72.0
5.353723675254795,43.41894137255742,21.0
5.756233325067657,43.14363571266852,134.0
5.743990088198445,43.14312559784372,50.5
5.746438720409062,43.143227738245464,205.0
5.385857933795133,43.32459507281531,1430.5
5.383402271813447,43.324484227618356,782.0
5.3809466181413566,43.32437332352082,5.0
5.373579707026164,43.32404025782796,925.0
5.371124086635956,43.32392911813131,2.0
5.378490972783212,43.32426236052305,6.0
5.3760353357433655,43.32415133862532,346.0
5.368668474577089,43.323817919535706,187.0
5.366212870853916,43.32370666204144,788.0
5.390618133064542,43.42060896795986,5.0
5.393077830461142,43.42071966889506,8.0
5.398136368195319,43.32514841528024,695.5
5.400592079943255,43.32525890706702,25.0
5.403047799970343,43.32536933995098,1951.0
5.405503528272235,43.325479713931806,705.5
5.388313604082072,43.32470585911138,117.0
5.390769282669908,43.3248165865062,1.0
5.393224969554295,43.32492725499951,352.0
5.3956806647308815,43.32503786459097,19.0
5.407959264844572,43.32559002900919,323.0
5.412870762783203,43.325810482452354,12.0
5.410415009683012,43.325700285182805,1321.0
5.430061265448033,43.32658021399787,472.5
5.432517084485583,43.32668994002328,178.0
5.425149652058108,43.32636058522754,480.0
5.427605454637424,43.32647042906586,88.0
5.420238071610755,43.326140720833216,55.0
5.422693857714434,43.326250682483206,284.0
5.415326524140789,43.325920620817456,683.5
5.417782293751425,43.326030700277855,734.5
5.4398845909163605,43.32701876465653,85.0
5.437428747224101,43.326909215352906,298.0
5.434972911745723,43.32679960714173,196.5
5.442340442818155,43.32712825505223,96.0
5.810105807941562,43.14586277778849,21.0
5.444796302925132,43.32723768653974,446.5
5.8076569798972715,43.145762164151655,14.0
5.447252171232935,43.32734705911873,18.0
5.80520815933118,43.14566149178946,2.0
5.449708047737215,43.327456372788866,118.0
5.802759346247593,43.14556076070223,1.0
5.4521639324336215,43.32756562754985,78.0
5.454619825317798,43.32767482340137,69.0
5.797861742545183,43.14535912235374,11.0
5.457075726385393,43.327783960343105,121.5
5.795412951934978,43.145258215093094,31.0
5.792964168824518,43.14515724910851,25.0
5.815003486447483,43.14606382888497,8.0
5.812554643459735,43.1459633326997,15.0
5.461987553053427,43.32800205749594,64.0
5.459531635632052,43.32789303837474,105.0
5.4668994124028965,43.328219919005825,61.0
5.464443478645159,43.3281110177064,53.0
5.474267262628615,43.32854626943468,49.0
5.476723229006841,43.328654935086774,21.0
5.469355354322287,43.32832876139389,76.0
5.783169111466348,43.14475279793698,5.0
5.471811304398978,43.32843754487029,69.0
5.768476751154111,43.144144359511834,20.0
5.479179203529309,43.32876354182626,18.0
5.77337417444889,43.144347407206155,2.0
5.481635186191656,43.32887208965281,3.0
5.785617864534721,43.14485399881426,18.0
5.790515393218117,43.145056224400335,21.0
5.484091176989536,43.32898057856612,35.0
5.493915221449258,43.329413945080645,9.0
5.491459198152806,43.329305691823464,51.0
5.4890031829744625,43.32919737965175,52.0
5.48654717591859,43.32908900856589,43.0
5.498827292379081,43.32963027485034,2.0
5.626652081145674,43.30083661684011,16.0
5.230567382472423,43.44581542611701,3.0
5.233027893646992,43.44592997687939,11.0
5.23548841345583,43.4460444686118,32.0
5.247791141860671,43.44661604181287,280.0
5.2502517133831015,43.44673017935849,243.0
5.240409478958779,43.44627327498546,5.0
5.242870024644126,43.44638758962598,83.0
5.2453305789462155,43.44650184523522,186.0
4.966359166105826,43.50186888522047,61.5
5.252712293509136,43.44684425787184,807.5
5.255172882234385,43.4469582773526,58.0
5.282239924507248,43.44820859539322,2.0
5.299464944759395,43.4490005330511,2.0
5.560369290672164,43.297979348681594,28.0
5.567733759406019,43.298298942832105,144.5
5.57018859825972,43.298405356447475,900.5
5.562824105607894,43.29808593894885,6.0
5.565278928520629,43.298192470332445,62.0
5.589827595426616,43.29925454550015,1.0
5.594737424097025,43.29946625389918,11.0
5.597192350315115,43.29957201976743,131.0
5.584917798472889,43.29904260155297,5.0
4.973746530273142,43.502231441674404,293.0
4.968821611692528,43.50198979644536,210.5
4.971284066416429,43.50211064859678,134.0
4.99344656938163,43.50319565959595,59.0
4.990984032620362,43.50307533912149,201.0
4.9885215049568075,43.50295495957037,490.5
4.986058986395351,43.502834520943,143.5
4.983596476940382,43.50271402323973,513.5
4.981133976596288,43.502593466460866,78.0
4.978671485367461,43.50247285060678,110.0
4.9762090032582815,43.50235217567785,152.0
5.582462911900653,43.29893654124965,11.0
5.57509829985465,43.298618007024196,129.0
5.572643445077376,43.298511711178286,135.5
5.580008033270636,43.29883042206019,299.0
5.577553162587184,43.298724243984935,94.0
5.621742047165025,43.300626439563004,66.0
5.6241970602212135,43.3007315576472,31.0
5.61683204467486,43.300416026722,156.0
5.619287041981457,43.30052126258785,79.0
5.611922073709981,43.3002053783195,30.0
5.614377055249586,43.300310731965794,51.0
5.609467100060407,43.30009996578348,15.0
4.9959091152362225,43.50331592099348,53.0
5.607012134305198,43.29999449435793,3.0
5.5996472844493255,43.29967772674773,3.0
5.8779661422850324,43.47390755330788,46.0
5.875503519088279,43.4738084792669,27.0
5.873040903378161,43.473709346114894,6.0
5.8705782951590955,43.47361015385213,3.0
5.86811569443549,43.4735109024789,3.0
5.838565072004399,43.472315275489585,75.0
5.82871510584107,43.471914841720896,13.0
5.831177586037237,43.47201503882208,20.0
5.833640073799453,43.47211517681745,14.0
5.761690221771479,43.30652417107926,2.0
5.817452336900497,43.14616426634405,15.0
5.819901194814461,43.14626464507665,14.0
5.608981933613735,43.20789834605136,14.5
5.61143306615389,43.20800374387913,9.0
5.613884206546525,43.208109082923876,24.0
5.839492326203183,43.147065560749134,3.0
5.83704340875679,43.14696565183884,2.0
5.83214559614771,43.14676565783213,3.0
5.555596282222352,43.295964469661534,88.0
5.553141566227204,43.29585770654717,515.0
5.849288070167133,43.147464609096836,6.0
5.548232158221405,43.29564400367773,14.0
5.851737024681158,43.14756422435895,2.0
5.8443901833581045,43.14726520238229,1.0
5.846839123058011,43.147364935104534,15.0
5.606530808930382,43.207792889440896,9.0
5.558051006206546,43.29607117389523,43.0
5.6040796921081535,43.20768737404806,23.0
5.841941251071725,43.147165410930405,8.0
5.638396041408273,43.209159240239096,4.0
5.635944822728592,43.20905448904107,34.0
5.631042408801302,43.20884481028728,41.0
5.633493611858164,43.208949679057085,12.0
5.626140026145606,43.208634896391764,8.0
5.628591213562345,43.2087398827321,52.0
5.621237674796083,43.20842474735698,35.5
5.623688846555412,43.208529851266654,5.0
5.6163353547873145,43.20821436318529,8.0
5.618786510871944,43.2083195846631,37.0
5.95184829758174,43.47685228647886,1.0
5.954311150674866,43.47694952793535,11.0
5.956774011113363,43.47704671027166,7.0
5.959236878892807,43.47714383348748,15.0
5.9419969587512185,43.47646272945668,5.0
5.946922613449247,43.476657626206425,1.0
5.662908656762629,43.21020351892154,2.0
5.643298502178095,43.20936856627581,9.0
5.560096362122521,43.30158239872857,47.0
5.645749744259586,43.20947314111392,8.0
5.562551327049543,43.30168899658834,43.0
5.648200994133033,43.209577657164814,6.0
5.565006299955585,43.301795535560295,45.0
5.640847267892882,43.20926393265078,1.0
5.937071333522984,43.47626759623181,2.0
5.9346085319710795,43.47616994094195,4.0
5.939534142451173,43.47636519240349,18.0
5.582191333344955,43.30253965947952,6.0
5.579736304707588,43.30243353273086,75.0
5.577281284018789,43.302327347092174,56.0
5.574826271282913,43.30222110256389,21.0
5.572371266504304,43.30211479914623,7.0
5.5699162696873135,43.30200843683954,223.0
5.567461280836291,43.301902015644124,29.0
5.589556466904975,43.30285768638281,7.0
5.592011527293121,43.302963577568626,13.0
5.584646369926542,43.30264572733796,13.0
5.587101414448001,43.30275173630582,4.0
5.665359961058686,43.21030762345343,4.0
5.606742055932929,43.30359768795155,4.0
5.604286948049127,43.303492150119226,4.0
5.596921671845519,43.30317518326546,12.0
